Land use,Scenario,Direction,Gen,Rep,X,Y,Proportion,Male
LU,Hist,EW,3,3,284512,5129139,0,0
LU,Hist,EW,3,3,278316,5140386,0,0
LU,Hist,EW,3,3,271642,5142629,0.01449,1
LU,Hist,EW,3,3,272436,5139283,0,1
NLU,C45,EW,3,1,272318,5130841,0,0
NLU,C45,EW,3,1,269686,5145514,0.0581,1
NLU,C45,EW,3,1,273320,5131571,0,1
NLU,C45,EW,3,1,262561,5131524,0.2169,1
NLU,C45,EW,3,1,264290,5133861,0.1784,1
NLU,C45,EW,3,1,268473,5123020,0.08514,1
NLU,C45,EW,3,1,273157,5128840,0,1
NLU,C45,EW,3,1,278888,5121610,0,1
NLU,C45,EW,3,1,282691,5123957,0,1
NLU,C45,EW,3,2,242641,5110318,0.661,0
NLU,C45,EW,3,2,253759,5120113,0.4132,0
NLU,C45,EW,3,2,269015,5137565,0.07305,0
NLU,C45,EW,3,2,270570,5145557,0.03839,0
NLU,C45,EW,3,2,273057,5138914,0,1
NLU,C45,EW,3,3,270316,5126585,0.04405,0
NLU,C45,EW,3,3,272235,5125117,0.001271,0
NLU,C45,EW,3,3,260065,5122636,0.2726,0
NLU,C45,EW,3,3,258369,5117955,0.3104,0
NLU,C45,EW,3,3,271830,5138177,0.0103,0
NLU,C85,EW,3,1,272565,5128674,0,0
NLU,C85,EW,3,1,239176,5147264,0.7383,0
NLU,C85,EW,3,1,271689,5127632,0.01344,0
NLU,C85,EW,3,1,266947,5133049,0.1192,0
NLU,C85,EW,3,1,278535,5118123,0,0
NLU,C85,EW,3,1,270615,5127337,0.03739,0
NLU,C85,EW,3,1,262132,5131672,0.2265,1
NLU,C85,EW,3,1,269140,5128449,0.07027,1
NLU,C85,EW,3,1,273313,5127364,0,1
NLU,C85,EW,3,2,275497,5125735,0,0
NLU,C85,EW,3,2,255613,5118703,0.3718,0
NLU,C85,EW,3,2,273601,5125429,0,0
NLU,C85,EW,3,2,270379,5145099,0.04265,0
NLU,C85,EW,3,2,273850,5119803,0,1
NLU,C85,EW,3,2,280099,5140766,0,1
NLU,C85,EW,3,2,252627,5118710,0.4384,1
NLU,C85,EW,3,2,252892,5138154,0.4325,1
NLU,C85,EW,3,2,271924,5138293,0.008204,1
NLU,C85,EW,3,3,273097,5119588,0,0
NLU,C85,EW,3,3,258204,5119373,0.3141,0
NLU,C85,EW,3,3,283038,5130546,0,0
NLU,C85,EW,3,3,273883,5139949,0,0
NLU,C85,EW,3,3,279340,5118098,0,0
NLU,C85,EW,3,3,283942,5127984,0,1
NLU,Hist,EW,3,1,244267,5110147,0.6248,0
NLU,Hist,EW,3,1,270640,5128594,0.03683,0
NLU,Hist,EW,3,1,272399,5138991,0,0
NLU,Hist,EW,3,1,221096,5134555,1.141,0
NLU,Hist,EW,3,1,272404,5128229,0,0
NLU,Hist,EW,3,1,272111,5133130,0.004035,0
NLU,Hist,EW,3,1,269051,5124327,0.07225,1
NLU,Hist,EW,3,1,279353,5114376,0,1
NLU,Hist,EW,3,2,269559,5143910,0.06093,0
NLU,Hist,EW,3,2,279265,5142255,0,1
NLU,Hist,EW,3,2,273428,5120387,0,1
NLU,Hist,EW,3,2,272398,5139314,0,1
NLU,Hist,EW,3,3,273397,5127240,0,1
NLU,Hist,EW,3,3,271859,5137965,0.009653,1
LU,C45,WE,3,1,232896,5114826,0.1217,0
LU,C45,WE,3,1,214193,5132106,0,0
LU,C45,WE,3,1,231934,5127320,0.1003,1
LU,C45,WE,3,1,228011,5136651,0.01284,1
LU,C45,WE,3,1,228327,5133614,0.01989,1
LU,C45,WE,3,2,213938,5133920,0,0
LU,C45,WE,3,2,230341,5137584,0.06478,0
LU,C45,WE,3,2,237416,5143564,0.2225,0
LU,C45,WE,3,2,218190,5133546,0,0
LU,C45,WE,3,3,234427,5112198,0.1559,0
LU,C45,WE,3,3,226397,5139866,0,0
LU,C45,WE,3,3,216842,5129201,0,0
LU,C45,WE,3,3,218835,5140960,0,0
LU,C45,WE,3,3,236620,5148678,0.2048,1
LU,C45,WE,3,3,233626,5140447,0.138,1
LU,C45,WE,3,3,237570,5147034,0.2259,1
LU,C45,WE,3,3,229940,5143613,0.05584,1
LU,C45,WE,3,3,221372,5133184,0,1
LU,C85,WE,3,1,235099,5114371,0.1709,0
LU,C85,WE,3,1,227970,5134129,0.01193,0
LU,C85,WE,3,1,216215,5129317,0,0
LU,C85,WE,3,1,233675,5145395,0.1391,1
LU,C85,WE,3,1,237547,5116105,0.2254,1
LU,C85,WE,3,1,223146,5133187,0,1
LU,C85,WE,3,1,227609,5134157,0.003879,1
LU,C85,WE,3,2,248619,5138257,0.4723,0
LU,C85,WE,3,2,220118,5132079,0,0
LU,C85,WE,3,2,228246,5136252,0.01808,0
LU,C85,WE,3,2,229309,5127381,0.04178,0
LU,C85,WE,3,2,226706,5124970,0,0
LU,C85,WE,3,2,222780,5133488,0,1
LU,C85,WE,3,2,238138,5134685,0.2386,1
LU,C85,WE,3,3,228757,5122365,0.02947,0
LU,C85,WE,3,3,237078,5131403,0.215,0
LU,C85,WE,3,3,238486,5130848,0.2464,0
LU,C85,WE,3,3,222609,5134311,0,0
LU,C85,WE,3,3,223626,5135195,0,0
LU,C85,WE,3,3,226693,5139322,0,1
LU,C85,WE,3,3,214021,5133039,0,1
LU,C85,WE,3,3,222135,5133544,0,1
LU,Hist,WE,3,1,234310,5142707,0.1533,0
LU,Hist,WE,3,1,216106,5129299,0,0
LU,Hist,WE,3,1,226408,5139403,0,0
LU,Hist,WE,3,1,239259,5121962,0.2636,0
LU,Hist,WE,3,1,229098,5126019,0.03707,1
LU,Hist,WE,3,1,234893,5143721,0.1663,1
LU,Hist,WE,3,1,237100,5147302,0.2155,1
LU,Hist,WE,3,2,219323,5133501,0,0
LU,Hist,WE,3,2,239534,5131693,0.2697,0
LU,Hist,WE,3,2,233712,5137982,0.1399,0
LU,Hist,WE,3,2,223101,5133284,0,1
LU,Hist,WE,3,2,222000,5132526,0,1
LU,Hist,WE,3,2,222899,5139939,0,1
LU,Hist,WE,3,2,222647,5127205,0,1
LU,Hist,WE,3,3,228539,5122513,0.02461,0
LU,Hist,WE,3,3,218520,5133802,0,1
LU,Hist,WE,3,3,220033,5141921,0,1
NLU,C45,WE,3,1,229912,5144939,0.05522,0
NLU,C45,WE,3,1,216084,5129811,0,0
NLU,C45,WE,3,1,228473,5134363,0.02314,0
NLU,C45,WE,3,1,237203,5115223,0.2178,1
NLU,C45,WE,3,1,215745,5129414,0,1
NLU,C45,WE,3,1,214009,5132689,0,1
NLU,C45,WE,3,1,230309,5126623,0.06407,1
NLU,C45,WE,3,1,233710,5112695,0.1399,1
NLU,C45,WE,3,2,229019,5126040,0.03531,0
NLU,C45,WE,3,2,226364,5134233,0,0
NLU,C45,WE,3,2,220675,5139540,0,0
NLU,C45,WE,3,2,218536,5132016,0,0
NLU,C45,WE,3,2,215515,5132772,0,1
NLU,C45,WE,3,2,232484,5139578,0.1126,1
NLU,C45,WE,3,2,222718,5128116,0,1
NLU,C45,WE,3,2,216123,5136763,0,1
NLU,C45,WE,3,2,217163,5132919,0,1
NLU,C45,WE,3,3,215027,5132107,0,0
NLU,C45,WE,3,3,223655,5135569,0,0
NLU,C45,WE,3,3,235730,5142118,0.1849,0
NLU,C45,WE,3,3,238936,5150712,0.2564,1
NLU,C45,WE,3,3,217449,5134857,0,1
NLU,C85,WE,3,1,219840,5141740,0,0
NLU,C85,WE,3,1,236132,5142177,0.1939,0
NLU,C85,WE,3,1,229080,5125297,0.03667,0
NLU,C85,WE,3,1,234087,5147341,0.1483,0
NLU,C85,WE,3,1,250710,5127792,0.5189,0
NLU,C85,WE,3,1,215522,5128103,0,0
NLU,C85,WE,3,1,213890,5131528,0,0
NLU,C85,WE,3,2,217478,5139054,0,0
NLU,C85,WE,3,2,229339,5125452,0.04245,0
NLU,C85,WE,3,2,229072,5143782,0.03649,0
NLU,C85,WE,3,2,236119,5137298,0.1936,0
NLU,C85,WE,3,2,221425,5133611,0,0
NLU,C85,WE,3,2,249102,5120833,0.483,0
NLU,C85,WE,3,2,230576,5137050,0.07002,1
NLU,C85,WE,3,2,230707,5137672,0.07294,1
NLU,C85,WE,3,2,222311,5135839,0,1
NLU,C85,WE,3,2,219943,5134006,0,1
NLU,C85,WE,3,3,221566,5143322,0,0
NLU,C85,WE,3,3,220545,5140201,0,0
NLU,C85,WE,3,3,233101,5114587,0.1263,0
NLU,C85,WE,3,3,235078,5148545,0.1704,0
NLU,C85,WE,3,3,216792,5131742,0,0
NLU,C85,WE,3,3,233961,5113812,0.1455,1
NLU,C85,WE,3,3,239725,5119165,0.274,1
NLU,Hist,WE,3,1,232820,5136115,0.12,0
NLU,Hist,WE,3,1,233393,5114609,0.1328,0
NLU,Hist,WE,3,1,235713,5138130,0.1845,0
NLU,Hist,WE,3,1,234303,5138283,0.1531,0
NLU,Hist,WE,3,1,215837,5129711,0,0
NLU,Hist,WE,3,1,216347,5133580,0,0
NLU,Hist,WE,3,1,215496,5129778,0,1
NLU,Hist,WE,3,1,222795,5128274,0,1
NLU,Hist,WE,3,2,227621,5142891,0.004147,0
NLU,Hist,WE,3,2,224624,5136071,0,0
NLU,Hist,WE,3,2,241580,5135572,0.3153,1
NLU,Hist,WE,3,2,234956,5136352,0.1677,1
NLU,Hist,WE,3,2,231452,5148062,0.08955,1
NLU,Hist,WE,3,2,228259,5135423,0.01837,1
NLU,Hist,WE,3,2,220758,5143049,0,1
NLU,Hist,WE,3,2,228623,5137831,0.02648,1
NLU,Hist,WE,3,2,223362,5140477,0,1
NLU,Hist,WE,3,2,233146,5147309,0.1273,1
NLU,Hist,WE,3,3,217799,5132971,0,0
NLU,Hist,WE,3,3,240502,5148079,0.2913,0
NLU,Hist,WE,3,3,230346,5126482,0.0649,0
NLU,Hist,WE,3,3,228754,5123210,0.0294,0
NLU,Hist,WE,3,3,232908,5114457,0.122,1
NLU,Hist,WE,3,3,221258,5140341,0,1
NLU,Hist,WE,3,3,232332,5137815,0.1092,1
NLU,Hist,WE,3,3,218374,5123253,0,1
LU,C45,EW,4,1,272442,5133094,0,0
LU,C45,EW,4,1,272810,5139210,0,0
LU,C45,EW,4,1,269915,5127312,0.05299,0
LU,C45,EW,4,1,274457,5113543,0,0
LU,C45,EW,4,1,283131,5129360,0,1
LU,C45,EW,4,1,277824,5136464,0,1
LU,C45,EW,4,1,280572,5114126,0,1
LU,C45,EW,4,2,256926,5114107,0.3426,0
LU,C45,EW,4,2,273198,5117786,0,0
LU,C45,EW,4,2,267658,5127260,0.1033,1
LU,C45,EW,4,2,270492,5146002,0.04013,1
LU,C45,EW,4,3,272324,5138908,0,1
LU,C45,EW,4,3,248834,5142275,0.523,1
LU,C45,EW,4,3,233399,5113125,0.867,1
LU,C45,EW,4,3,284360,5127366,0,1
LU,C85,EW,4,1,269520,5127784,0.0618,0
LU,C85,EW,4,1,283132,5122645,0,0
LU,C85,EW,4,1,273045,5128876,0,0
LU,C85,EW,4,1,270361,5127096,0.04305,1
LU,C85,EW,4,1,264893,5132940,0.1649,1
LU,C85,EW,4,1,272525,5133601,0,1
LU,C85,EW,4,1,280376,5114244,0,1
LU,C85,EW,4,1,267239,5136800,0.1126,1
LU,C85,EW,4,2,278634,5141666,0,0
LU,C85,EW,4,2,240188,5125490,0.7157,0
LU,C85,EW,4,2,229997,5134784,0.9429,0
LU,C85,EW,4,2,278836,5118350,0,0
LU,C85,EW,4,2,273441,5126084,0,0
LU,C85,EW,4,2,278577,5141777,0,1
LU,C85,EW,4,2,272941,5138744,0,1
LU,C85,EW,4,3,272430,5138323,0,0
LU,C85,EW,4,3,272958,5139734,0,0
LU,C85,EW,4,3,283786,5127423,0,0
LU,C85,EW,4,3,274264,5140458,0,1
LU,C85,EW,4,3,274152,5126983,0,1
LU,C85,EW,4,3,272901,5123597,0,1
LU,C85,EW,4,3,242465,5115681,0.6649,1
LU,Hist,EW,4,1,271114,5128103,0.02626,1
LU,Hist,EW,4,1,278970,5121520,0,1
LU,Hist,EW,4,1,267048,5121565,0.1169,1
LU,Hist,EW,4,1,268956,5128338,0.07437,1
LU,Hist,EW,4,2,257246,5114884,0.3354,0
LU,Hist,EW,4,2,248773,5136822,0.5243,0
LU,Hist,EW,4,2,273442,5139943,0,0
LU,Hist,EW,4,2,274977,5137772,0,0
LU,Hist,EW,4,2,259253,5115821,0.2907,1
LU,Hist,EW,4,2,274545,5127254,0,1
LU,Hist,EW,4,3,272367,5138573,0,0
LU,Hist,EW,4,3,277861,5141260,0,1
LU,Hist,EW,4,3,276779,5135561,0,1
LU,Hist,EW,4,3,273103,5139714,0,1
LU,Hist,EW,4,3,273600,5118880,0,1
NLU,C45,EW,4,1,280065,5118046,0,0
NLU,C45,EW,4,1,252570,5136923,0.4397,0
NLU,C45,EW,4,1,273028,5138986,0,1
NLU,C45,EW,4,1,260495,5131140,0.263,1
NLU,C45,EW,4,1,250941,5126788,0.476,1
NLU,C45,EW,4,1,272460,5130827,0,1
NLU,C45,EW,4,1,278658,5116580,0,1
NLU,C45,EW,4,1,265335,5132214,0.1551,1
NLU,C45,EW,4,1,279059,5118163,0,1
NLU,C45,EW,4,2,248773,5135584,0.5243,0
NLU,C45,EW,4,2,275066,5139377,0,0
NLU,C45,EW,4,2,279231,5118413,0,0
NLU,C45,EW,4,2,273866,5119846,0,0
NLU,C45,EW,4,2,274131,5139611,0,1
NLU,C45,EW,4,2,274496,5136338,0,1
NLU,C45,EW,4,3,257259,5126065,0.3351,0
NLU,C45,EW,4,3,279286,5142182,0,0
NLU,C45,EW,4,3,272487,5139614,0,0
NLU,C45,EW,4,3,273909,5120790,0,0
NLU,C45,EW,4,3,279662,5118475,0,0
NLU,C45,EW,4,3,260476,5118257,0.2634,1
NLU,C85,EW,4,1,269914,5129021,0.05301,0
NLU,C85,EW,4,1,279478,5118237,0,0
NLU,C85,EW,4,1,263225,5130687,0.2021,0
NLU,C85,EW,4,1,241440,5143170,0.6878,1
NLU,C85,EW,4,1,255786,5142628,0.368,1
NLU,C85,EW,4,1,269429,5132235,0.06383,1
NLU,C85,EW,4,1,273859,5126973,0,1
NLU,C85,EW,4,1,277229,5119288,0,1
NLU,C85,EW,4,2,273439,5125251,0,0
NLU,C85,EW,4,2,275559,5126730,0,0
NLU,C85,EW,4,2,254872,5118715,0.3883,0
NLU,C85,EW,4,2,272334,5138197,0,0
NLU,C85,EW,4,2,277064,5136845,0,1
NLU,C85,EW,4,3,283622,5130783,0,0
NLU,C85,EW,4,3,283767,5127780,0,1
NLU,C85,EW,4,3,274602,5140378,0,1
NLU,C85,EW,4,3,262786,5131331,0.2119,1
NLU,C85,EW,4,3,273351,5140231,0,1
NLU,C85,EW,4,3,273382,5125692,0,1
NLU,C85,EW,4,3,278951,5135358,0,1
NLU,C85,EW,4,3,273969,5120143,0,1
NLU,Hist,EW,4,1,232645,5114695,0.8839,0
NLU,Hist,EW,4,1,269449,5132694,0.06338,0
NLU,Hist,EW,4,1,267864,5123374,0.09871,0
NLU,Hist,EW,4,1,279867,5117849,0,0
NLU,Hist,EW,4,1,261023,5135342,0.2512,0
NLU,Hist,EW,4,1,264662,5131575,0.1701,1
NLU,Hist,EW,4,1,269127,5128251,0.07056,1
NLU,Hist,EW,4,1,278769,5117969,0,1
NLU,Hist,EW,4,2,273154,5139820,0,0
NLU,Hist,EW,4,2,270464,5145163,0.04075,0
NLU,Hist,EW,4,2,280017,5141665,0,0
NLU,Hist,EW,4,2,269796,5141978,0.05564,1
NLU,Hist,EW,4,2,258480,5116917,0.3079,1
NLU,Hist,EW,4,2,275307,5138051,0,1
NLU,Hist,EW,4,3,273373,5125381,0,0
NLU,Hist,EW,4,3,279597,5118075,0,0
NLU,Hist,EW,4,3,273214,5123876,0,0
NLU,Hist,EW,4,3,272137,5140474,0.003455,1
NLU,Hist,EW,4,3,283899,5127882,0,1
NLU,Hist,EW,4,3,282094,5119308,0,1
LU,C45,WE,4,1,235180,5116039,0.1727,1
LU,C45,WE,4,1,229294,5118355,0.04144,1
LU,C45,WE,4,1,230127,5114897,0.06001,1
LU,C45,WE,4,1,227587,5133938,0.003389,1
LU,C45,WE,4,1,215553,5138165,0,1
LU,C45,WE,4,1,253286,5138167,0.5763,1
LU,C45,WE,4,2,240417,5138055,0.2894,0
LU,C45,WE,4,2,239855,5130748,0.2769,0
LU,C45,WE,4,2,228466,5133705,0.02298,0
LU,C45,WE,4,2,222552,5128231,0,0
LU,C45,WE,4,2,226303,5134382,0,0
LU,C45,WE,4,2,217134,5134591,0,1
LU,C45,WE,4,2,225358,5140729,0,1
LU,C45,WE,4,2,239760,5133768,0.2748,1
LU,C45,WE,4,3,234651,5112207,0.1609,0
LU,C45,WE,4,3,227506,5142848,0.001583,0
LU,C45,WE,4,3,245080,5145674,0.3934,0
LU,C45,WE,4,3,235320,5138135,0.1758,0
LU,C45,WE,4,3,224522,5134861,0,0
LU,C45,WE,4,3,223829,5137088,0,1
LU,C45,WE,4,3,234210,5148571,0.151,1
LU,C45,WE,4,3,228604,5128031,0.02606,1
LU,C85,WE,4,1,232572,5115117,0.1145,0
LU,C85,WE,4,1,235239,5142499,0.174,0
LU,C85,WE,4,1,227619,5135004,0.004102,0
LU,C85,WE,4,1,218142,5140320,0,1
LU,C85,WE,4,2,240110,5141237,0.2826,0
LU,C85,WE,4,2,222258,5128327,0,0
LU,C85,WE,4,2,242119,5135802,0.3274,0
LU,C85,WE,4,2,223291,5140367,0,0
LU,C85,WE,4,2,243206,5133247,0.3516,1
LU,C85,WE,4,2,221640,5141978,0,1
LU,C85,WE,4,2,222654,5129108,0,1
LU,C85,WE,4,2,222078,5132735,0,1
LU,C85,WE,4,2,216688,5137782,0,1
LU,C85,WE,4,3,234259,5148353,0.1521,0
LU,C85,WE,4,3,228586,5134080,0.02566,0
LU,C85,WE,4,3,213693,5132914,0,0
LU,C85,WE,4,3,222611,5133185,0,0
LU,C85,WE,4,3,234218,5141904,0.1512,0
LU,C85,WE,4,3,227682,5135153,0.005506,1
LU,C85,WE,4,3,225456,5135463,0,1
LU,C85,WE,4,3,222607,5134319,0,1
LU,Hist,WE,4,1,232943,5136770,0.1228,0
LU,Hist,WE,4,1,227557,5135978,0.00272,0
LU,Hist,WE,4,1,228076,5134099,0.01429,0
LU,Hist,WE,4,1,226400,5139072,0,0
LU,Hist,WE,4,1,234007,5141907,0.1465,0
LU,Hist,WE,4,1,213743,5132084,0,1
LU,Hist,WE,4,2,217451,5134234,0,0
LU,Hist,WE,4,2,239091,5129006,0.2598,0
LU,Hist,WE,4,2,230508,5125905,0.06851,0
LU,Hist,WE,4,2,225090,5138364,0,0
LU,Hist,WE,4,2,226681,5135267,0,0
LU,Hist,WE,4,2,226074,5135009,0,0
LU,Hist,WE,4,3,219846,5141425,0,0
LU,Hist,WE,4,3,227294,5136094,0,0
LU,Hist,WE,4,3,227817,5128102,0.008516,0
LU,Hist,WE,4,3,227890,5121280,0.01014,1
LU,Hist,WE,4,3,233544,5138395,0.1362,1
LU,Hist,WE,4,3,220164,5140769,0,1
LU,Hist,WE,4,3,233711,5146655,0.1399,1
NLU,C45,WE,4,1,234158,5112109,0.1499,0
NLU,C45,WE,4,1,215626,5133251,0,0
NLU,C45,WE,4,1,215008,5127650,0,0
NLU,C45,WE,4,1,219256,5141784,0,0
NLU,C45,WE,4,1,236872,5116677,0.2104,1
NLU,C45,WE,4,2,215632,5126015,0,0
NLU,C45,WE,4,2,216921,5133232,0,0
NLU,C45,WE,4,2,221773,5132340,0,0
NLU,C45,WE,4,2,231929,5126957,0.1002,0
NLU,C45,WE,4,2,223526,5134190,0,1
NLU,C45,WE,4,2,220929,5138945,0,1
NLU,C45,WE,4,2,219142,5139889,0,1
NLU,C45,WE,4,3,227496,5148796,0.00136,0
NLU,C45,WE,4,3,232642,5145495,0.1161,0
NLU,C45,WE,4,3,226878,5138377,0,0
NLU,C45,WE,4,3,227526,5128811,0.002029,0
NLU,C45,WE,4,3,226764,5138173,0,1
NLU,C45,WE,4,3,239938,5147956,0.2787,1
NLU,C45,WE,4,3,215836,5131207,0,1
NLU,C45,WE,4,3,228629,5144354,0.02662,1
NLU,C85,WE,4,1,233476,5147663,0.1347,0
NLU,C85,WE,4,1,233957,5145819,0.1454,1
NLU,C85,WE,4,1,236855,5114292,0.21,1
NLU,C85,WE,4,1,261876,5133159,0.7678,1
NLU,C85,WE,4,1,216562,5133358,0,1
NLU,C85,WE,4,1,215279,5129776,0,1
NLU,C85,WE,4,1,221143,5131260,0,1
NLU,C85,WE,4,1,219780,5141441,0,1
NLU,C85,WE,4,2,217614,5138771,0,0
NLU,C85,WE,4,2,243125,5132551,0.3498,0
NLU,C85,WE,4,2,238480,5128279,0.2462,0
NLU,C85,WE,4,2,226967,5143880,0,0
NLU,C85,WE,4,2,226111,5134180,0,1
NLU,C85,WE,4,2,213634,5132370,0,1
NLU,C85,WE,4,2,236172,5142326,0.1948,1
NLU,C85,WE,4,2,231604,5139597,0.09294,1
NLU,C85,WE,4,2,215528,5133782,0,1
NLU,C85,WE,4,3,234139,5112616,0.1495,0
NLU,C85,WE,4,3,233274,5112878,0.1302,0
NLU,C85,WE,4,3,233469,5148947,0.1345,0
NLU,C85,WE,4,3,219176,5133782,0,0
NLU,C85,WE,4,3,229902,5143940,0.055,0
NLU,C85,WE,4,3,216370,5131247,0,0
NLU,C85,WE,4,3,257992,5117087,0.6812,1
NLU,C85,WE,4,3,249106,5134843,0.4831,1
NLU,C85,WE,4,3,217773,5134820,0,1
NLU,Hist,WE,4,1,236594,5148287,0.2042,0
NLU,Hist,WE,4,1,231994,5137443,0.1016,0
NLU,Hist,WE,4,1,234420,5138199,0.1557,0
NLU,Hist,WE,4,1,215302,5129011,0,0
NLU,Hist,WE,4,1,219770,5141614,0,0
NLU,Hist,WE,4,1,232914,5145296,0.1221,0
NLU,Hist,WE,4,1,237097,5115116,0.2154,1
NLU,Hist,WE,4,1,214741,5131569,0,1
NLU,Hist,WE,4,1,220832,5133838,0,1
NLU,Hist,WE,4,1,223978,5139568,0,1
NLU,Hist,WE,4,2,240924,5125632,0.3007,0
NLU,Hist,WE,4,2,232073,5145740,0.1034,0
NLU,Hist,WE,4,2,229859,5126903,0.05404,0
NLU,Hist,WE,4,2,233459,5144107,0.1343,1
NLU,Hist,WE,4,2,228213,5136990,0.01734,1
NLU,Hist,WE,4,2,239802,5119865,0.2757,1
NLU,Hist,WE,4,2,218916,5134347,0,1
NLU,Hist,WE,4,2,232569,5143529,0.1145,1
NLU,Hist,WE,4,2,224991,5141821,0,1
NLU,Hist,WE,4,3,233855,5112519,0.1431,0
NLU,Hist,WE,4,3,221022,5143818,0,0
NLU,Hist,WE,4,3,226494,5127640,0,0
NLU,Hist,WE,4,3,220629,5141630,0,0
NLU,Hist,WE,4,3,215978,5128993,0,1
NLU,Hist,WE,4,3,232401,5112448,0.1107,1
NLU,Hist,WE,4,3,243409,5109430,0.3561,1
LU,C45,EW,5,1,279667,5114400,0,0
LU,C45,EW,5,1,264173,5132382,0.181,0
LU,C45,EW,5,1,269825,5128686,0.055,1
LU,C45,EW,5,1,249631,5121151,0.5052,1
LU,C45,EW,5,1,273465,5126610,0,1
LU,C45,EW,5,1,264337,5134092,0.1773,1
LU,C45,EW,5,1,272720,5130603,0,1
LU,C45,EW,5,2,253455,5125578,0.4199,0
LU,C45,EW,5,2,273040,5117883,0,0
LU,C45,EW,5,2,273900,5120436,0,0
LU,C45,EW,5,2,270776,5145588,0.0338,1
LU,C45,EW,5,3,258432,5135039,0.309,0
LU,C45,EW,5,3,233406,5112360,0.8669,0
LU,C45,EW,5,3,273934,5120495,0,0
LU,C45,EW,5,3,272648,5122902,0,1
LU,C45,EW,5,3,273665,5140361,0,1
LU,C45,EW,5,3,278524,5141556,0,1
LU,C45,EW,5,3,251145,5130518,0.4714,1
LU,C85,EW,5,1,264377,5133149,0.1764,0
LU,C85,EW,5,1,274409,5128034,0,0
LU,C85,EW,5,1,270937,5128097,0.03021,0
LU,C85,EW,5,1,264418,5132323,0.1755,0
LU,C85,EW,5,1,279209,5114891,0,0
LU,C85,EW,5,1,278776,5118261,0,0
LU,C85,EW,5,1,280696,5117226,0,1
LU,C85,EW,5,1,271753,5127445,0.01202,1
LU,C85,EW,5,1,263134,5132173,0.2042,1
LU,C85,EW,5,2,269939,5145464,0.05246,0
LU,C85,EW,5,2,273435,5125482,0,0
LU,C85,EW,5,2,251745,5115456,0.4581,0
LU,C85,EW,5,2,272735,5139154,0,1
LU,C85,EW,5,3,272929,5139286,0,0
LU,C85,EW,5,3,273925,5127230,0,0
LU,C85,EW,5,3,258408,5135458,0.3095,0
LU,C85,EW,5,3,225352,5115362,1.046,0
LU,C85,EW,5,3,272003,5142521,0.006443,0
LU,C85,EW,5,3,283679,5128316,0,0
LU,C85,EW,5,3,275012,5138269,0,1
LU,C85,EW,5,3,271585,5138309,0.01576,1
LU,Hist,EW,5,1,284359,5128969,0,0
LU,Hist,EW,5,1,272433,5128330,0,0
LU,Hist,EW,5,1,276628,5144550,0,0
LU,Hist,EW,5,1,279144,5114481,0,0
LU,Hist,EW,5,1,271748,5127934,0.01213,1
LU,Hist,EW,5,1,252993,5124068,0.4302,1
LU,Hist,EW,5,1,271726,5127810,0.01262,1
LU,Hist,EW,5,1,268193,5122364,0.09138,1
LU,Hist,EW,5,1,269305,5128266,0.06659,1
LU,Hist,EW,5,2,275972,5126512,0,0
LU,Hist,EW,5,2,234710,5142137,0.8378,1
LU,Hist,EW,5,3,277949,5140930,0,0
LU,Hist,EW,5,3,272286,5139612,0.0001338,0
LU,Hist,EW,5,3,272836,5139426,0,1
NLU,C45,EW,5,1,252960,5138040,0.431,0
NLU,C45,EW,5,1,266881,5133296,0.1206,0
NLU,C45,EW,5,1,278013,5121205,0,1
NLU,C45,EW,5,1,270762,5146272,0.03411,1
NLU,C45,EW,5,1,250321,5124781,0.4898,1
NLU,C45,EW,5,1,271255,5131650,0.02312,1
NLU,C45,EW,5,1,279325,5117911,0,1
NLU,C45,EW,5,1,259857,5132051,0.2772,1
NLU,C45,EW,5,2,249589,5120842,0.5061,0
NLU,C45,EW,5,2,272959,5123244,0,0
NLU,C45,EW,5,2,274853,5139409,0,0
NLU,C45,EW,5,2,272747,5123351,0,1
NLU,C45,EW,5,2,245985,5123922,0.5865,1
NLU,C45,EW,5,2,254977,5139491,0.386,1
NLU,C45,EW,5,3,253382,5142155,0.4216,0
NLU,C45,EW,5,3,284239,5127067,0,0
NLU,C45,EW,5,3,273722,5140088,0,1
NLU,C45,EW,5,3,282124,5119270,0,1
NLU,C45,EW,5,3,260399,5117972,0.2651,1
NLU,C45,EW,5,3,284533,5128623,0,1
NLU,C85,EW,5,1,266958,5132974,0.1189,0
NLU,C85,EW,5,1,256209,5139869,0.3585,0
NLU,C85,EW,5,1,279351,5117336,0,0
NLU,C85,EW,5,1,265790,5130388,0.1449,0
NLU,C85,EW,5,1,271406,5127816,0.01975,1
NLU,C85,EW,5,1,273760,5127635,0,1
NLU,C85,EW,5,1,241496,5142869,0.6865,1
NLU,C85,EW,5,1,236004,5141371,0.809,1
NLU,C85,EW,5,1,269428,5127979,0.06385,1
NLU,C85,EW,5,1,277840,5119476,0,1
NLU,C85,EW,5,2,279207,5141754,0,0
NLU,C85,EW,5,2,274636,5127079,0,0
NLU,C85,EW,5,2,274516,5136592,0,1
NLU,C85,EW,5,2,240944,5121153,0.6988,1
NLU,C85,EW,5,3,273208,5140121,0,0
NLU,C85,EW,5,3,258297,5117343,0.312,0
NLU,C85,EW,5,3,272146,5125608,0.003255,1
NLU,C85,EW,5,3,275333,5126377,0,1
NLU,C85,EW,5,3,273253,5117656,0,1
