Land use,Scenario,Direction,Gen,Rep,X,Y,Proportion,Male
NLU,Hist,EW,5,1,262274,5133971,0.2233,0
NLU,Hist,EW,5,1,270499,5127178,0.03997,0
NLU,Hist,EW,5,1,279854,5113967,0,0
NLU,Hist,EW,5,1,279630,5118317,0,0
NLU,Hist,EW,5,1,271503,5127366,0.01759,0
NLU,Hist,EW,5,1,274225,5113968,0,0
NLU,Hist,EW,5,1,233985,5111878,0.854,1
NLU,Hist,EW,5,1,270885,5127298,0.03137,1
NLU,Hist,EW,5,2,274013,5140059,0,0
NLU,Hist,EW,5,2,245619,5140056,0.5946,1
NLU,Hist,EW,5,2,254691,5119664,0.3924,1
NLU,Hist,EW,5,2,274489,5126662,0,1
NLU,Hist,EW,5,3,272183,5138156,0.00243,0
NLU,Hist,EW,5,3,272622,5123585,0,0
NLU,Hist,EW,5,3,279642,5118037,0,0
NLU,Hist,EW,5,3,273302,5125669,0,0
NLU,Hist,EW,5,3,273179,5124070,0,1
NLU,Hist,EW,5,3,260811,5117642,0.2559,1
LU,C45,WE,5,1,237464,5115919,0.2236,0
LU,C45,WE,5,1,258822,5130954,0.6997,0
LU,C45,WE,5,1,233826,5147564,0.1425,0
LU,C45,WE,5,1,237424,5115365,0.2227,1
LU,C45,WE,5,1,249718,5120452,0.4968,1
LU,C45,WE,5,1,226075,5134037,0,1
LU,C45,WE,5,2,246780,5134874,0.4313,0
LU,C45,WE,5,2,245873,5139589,0.411,0
LU,C45,WE,5,2,229341,5126793,0.04249,0
LU,C45,WE,5,2,222344,5127720,0,0
LU,C45,WE,5,2,244648,5147806,0.3837,0
LU,C45,WE,5,2,236879,5115384,0.2105,0
LU,C45,WE,5,2,216722,5133208,0,0
LU,C45,WE,5,2,221984,5133592,0,1
LU,C45,WE,5,3,241016,5122786,0.3028,0
LU,C45,WE,5,3,234449,5148878,0.1564,0
LU,C45,WE,5,3,248344,5134909,0.4661,0
LU,C45,WE,5,3,229206,5134597,0.03948,0
LU,C45,WE,5,3,239420,5147559,0.2672,1
LU,C45,WE,5,3,232611,5147388,0.1154,1
LU,C45,WE,5,3,234171,5142416,0.1502,1
LU,C45,WE,5,3,222423,5134775,0,1
LU,C45,WE,5,3,223760,5135202,0,1
LU,C85,WE,5,1,236201,5142347,0.1954,0
LU,C85,WE,5,1,234722,5115921,0.1624,1
LU,C85,WE,5,1,235801,5142452,0.1865,1
LU,C85,WE,5,1,240871,5126232,0.2995,1
LU,C85,WE,5,2,240674,5140481,0.2951,1
LU,C85,WE,5,2,240734,5126567,0.2965,1
LU,C85,WE,5,2,232440,5145707,0.1116,1
LU,C85,WE,5,2,222230,5134257,0,1
LU,C85,WE,5,2,219116,5142095,0,1
LU,C85,WE,5,3,236706,5145865,0.2067,0
LU,C85,WE,5,3,234690,5148760,0.1617,0
LU,C85,WE,5,3,216161,5129323,0,0
LU,C85,WE,5,3,229030,5144056,0.03556,1
LU,C85,WE,5,3,227223,5136237,0,1
LU,C85,WE,5,3,232281,5146526,0.108,1
LU,C85,WE,5,3,223600,5135080,0,1
LU,Hist,WE,5,1,227067,5136233,0,0
LU,Hist,WE,5,1,222989,5128516,0,0
LU,Hist,WE,5,1,218264,5140496,0,0
LU,Hist,WE,5,1,234407,5126750,0.1554,1
LU,Hist,WE,5,1,249182,5143604,0.4848,1
LU,Hist,WE,5,1,227742,5121390,0.006844,1
LU,Hist,WE,5,2,231409,5127003,0.08859,0
LU,Hist,WE,5,2,225169,5138687,0,0
LU,Hist,WE,5,2,223224,5133085,0,0
LU,Hist,WE,5,2,223094,5134384,0,0
LU,Hist,WE,5,2,234825,5138717,0.1647,0
LU,Hist,WE,5,2,220084,5141068,0,1
LU,Hist,WE,5,3,227066,5128361,0,0
LU,Hist,WE,5,3,227596,5121712,0.003589,0
LU,Hist,WE,5,3,221949,5133501,0,1
LU,Hist,WE,5,3,241171,5143129,0.3062,1
LU,Hist,WE,5,3,220509,5141385,0,1
NLU,C45,WE,5,1,215244,5129313,0,0
NLU,C45,WE,5,1,214955,5132178,0,0
NLU,C45,WE,5,1,235185,5115641,0.1728,0
NLU,C45,WE,5,1,226643,5137841,0,1
NLU,C45,WE,5,1,216265,5133871,0,1
NLU,C45,WE,5,1,229462,5142769,0.04519,1
NLU,C45,WE,5,2,216090,5126839,0,0
NLU,C45,WE,5,2,229849,5145491,0.05382,0
NLU,C45,WE,5,2,225357,5139772,0,0
NLU,C45,WE,5,2,238654,5148480,0.2501,0
NLU,C45,WE,5,2,222154,5128325,0,0
NLU,C45,WE,5,2,216375,5137554,0,1
NLU,C45,WE,5,2,220139,5136639,0,1
NLU,C45,WE,5,3,231470,5142070,0.08995,0
NLU,C45,WE,5,3,231788,5146128,0.09704,0
NLU,C45,WE,5,3,242047,5142424,0.3257,0
NLU,C45,WE,5,3,228287,5144531,0.01899,0
NLU,C45,WE,5,3,229661,5144099,0.04962,1
NLU,C45,WE,5,3,228296,5137123,0.01919,1
NLU,C45,WE,5,3,215005,5130147,0,1
NLU,C45,WE,5,3,234452,5112519,0.1564,1
NLU,C45,WE,5,3,222835,5139706,0,1
NLU,C85,WE,5,1,234111,5147636,0.1488,0
NLU,C85,WE,5,1,280838,5140136,1.191,0
NLU,C85,WE,5,1,220398,5141965,0,0
NLU,C85,WE,5,1,235226,5115257,0.1737,1
NLU,C85,WE,5,1,228903,5135251,0.03273,1
NLU,C85,WE,5,1,216037,5133519,0,1
NLU,C85,WE,5,1,215899,5128843,0,1
NLU,C85,WE,5,2,216589,5139322,0,0
NLU,C85,WE,5,2,235828,5138198,0.1871,0
NLU,C85,WE,5,2,235605,5140123,0.1821,0
NLU,C85,WE,5,2,249947,5121057,0.5019,1
NLU,C85,WE,5,2,217548,5134079,0,1
NLU,C85,WE,5,2,213843,5133202,0,1
NLU,C85,WE,5,2,239522,5126372,0.2695,1
NLU,C85,WE,5,2,221071,5139062,0,1
NLU,C85,WE,5,3,234322,5112159,0.1535,0
NLU,C85,WE,5,3,260179,5118108,0.73,0
NLU,C85,WE,5,3,231334,5113798,0.08692,1
NLU,C85,WE,5,3,235337,5147481,0.1762,1
NLU,C85,WE,5,3,226978,5136346,0,1
NLU,C85,WE,5,3,231250,5145153,0.08505,1
NLU,C85,WE,5,3,221204,5141486,0,1
NLU,Hist,WE,5,1,236907,5148290,0.2112,0
NLU,Hist,WE,5,1,234787,5114852,0.1639,0
NLU,Hist,WE,5,1,217947,5123411,0,0
NLU,Hist,WE,5,1,239839,5134804,0.2765,0
NLU,Hist,WE,5,1,229106,5135646,0.03725,0
NLU,Hist,WE,5,1,227454,5135066,0.0004236,0
NLU,Hist,WE,5,1,241209,5114904,0.3071,1
NLU,Hist,WE,5,1,227427,5120017,0,1
NLU,Hist,WE,5,1,226780,5139335,0,1
NLU,Hist,WE,5,2,236652,5146413,0.2055,0
NLU,Hist,WE,5,2,237442,5134780,0.2231,0
NLU,Hist,WE,5,2,217958,5140345,0,0
NLU,Hist,WE,5,2,241177,5125426,0.3064,1
NLU,Hist,WE,5,2,233599,5137629,0.1374,1
NLU,Hist,WE,5,2,227612,5143010,0.003946,1
NLU,Hist,WE,5,2,236965,5146827,0.2125,1
NLU,Hist,WE,5,2,239710,5119521,0.2736,1
NLU,Hist,WE,5,2,223063,5134602,0,1
NLU,Hist,WE,5,3,229184,5123534,0.03899,0
NLU,Hist,WE,5,3,229534,5124990,0.04679,0
NLU,Hist,WE,5,3,233027,5114574,0.1247,1
NLU,Hist,WE,5,3,215452,5128749,0,1
LU,C45,EW,1,4,284356,5129370,0,0
LU,C45,EW,1,4,276544,5144669,0,0
LU,C45,EW,1,4,278330,5141578,0,0
LU,C45,EW,1,4,273922,5113140,0,1
LU,C45,EW,1,4,277913,5120956,0,1
LU,C45,EW,1,5,280221,5114356,0,0
LU,C45,EW,1,5,278362,5132089,0,0
LU,C45,EW,1,5,272714,5135675,0,1
LU,C45,EW,1,5,251860,5122000,0.4555,1
LU,C45,EW,1,5,258078,5135436,0.3169,1
LU,C45,EW,1,5,277379,5118862,0,1
LU,C45,EW,1,6,248978,5132436,0.5197,0
LU,C45,EW,1,6,277184,5119569,0,0
LU,C45,EW,1,6,272091,5138127,0.004481,0
LU,C45,EW,1,6,271866,5127686,0.009497,1
LU,C45,EW,1,6,269932,5126678,0.05261,1
LU,C45,EW,1,7,278858,5135405,0,0
LU,C45,EW,1,7,274210,5113492,0,0
LU,C45,EW,1,7,278870,5118531,0,0
LU,C45,EW,1,7,280724,5118845,0,0
LU,C45,EW,1,7,280509,5114074,0,0
LU,C45,EW,1,7,269090,5131294,0.07138,1
LU,C45,EW,1,7,270034,5126956,0.05034,1
LU,C45,EW,1,8,275362,5126734,0,0
LU,C45,EW,1,8,281744,5117417,0,0
LU,C45,EW,1,8,273764,5140119,0,0
LU,C45,EW,1,8,275136,5139495,0,1
LU,C45,EW,1,8,275584,5126622,0,1
LU,C45,EW,1,8,284499,5128887,0,1
LU,C45,EW,1,9,277193,5137084,0,0
LU,C45,EW,1,9,259650,5137645,0.2818,1
LU,C45,EW,1,9,257303,5115516,0.3342,1
LU,C45,EW,1,9,272755,5138755,0,1
LU,C45,EW,1,0,271964,5127510,0.007312,0
LU,C45,EW,1,0,274515,5136474,0,0
LU,C45,EW,1,0,263928,5130134,0.1865,0
LU,C45,EW,1,0,269978,5120269,0.05159,1
LU,C45,EW,1,0,279850,5114911,0,1
LU,C45,EW,1,0,274567,5114533,0,1
LU,C45,EW,1,0,273294,5120353,0,1
LU,C85,EW,1,4,279326,5132339,0,0
LU,C85,EW,1,4,279393,5135203,0,0
LU,C85,EW,1,4,277027,5134387,0,0
LU,C85,EW,1,4,268235,5138136,0.09044,0
LU,C85,EW,1,4,265702,5133244,0.1469,1
LU,C85,EW,1,4,280007,5113511,0,1
LU,C85,EW,1,4,281910,5130424,0,1
LU,C85,EW,1,4,278165,5117917,0,1
LU,C85,EW,1,5,278967,5135132,0,0
LU,C85,EW,1,5,274166,5120003,0,0
LU,C85,EW,1,5,271295,5137729,0.02223,1
LU,C85,EW,1,5,279045,5135213,0,1
LU,C85,EW,1,6,274090,5119932,0,0
LU,C85,EW,1,6,274023,5127823,0,0
LU,C85,EW,1,6,271337,5142322,0.02129,1
LU,C85,EW,1,7,277516,5134697,0,0
LU,C85,EW,1,7,268857,5125616,0.07658,0
LU,C85,EW,1,7,279519,5114006,0,0
LU,C85,EW,1,7,278734,5132796,0,1
LU,C85,EW,1,7,265124,5133516,0.1598,1
LU,C85,EW,1,7,275012,5140035,0,1
LU,C85,EW,1,8,274341,5127305,0,0
LU,C85,EW,1,8,279969,5141037,0,0
LU,C85,EW,1,8,270718,5145489,0.03509,0
LU,C85,EW,1,8,264417,5133590,0.1756,0
LU,C85,EW,1,8,264695,5133465,0.1694,1
LU,C85,EW,1,9,274782,5136184,0,0
LU,C85,EW,1,9,266621,5112071,0.1264,0
LU,C85,EW,1,9,278730,5131879,0,0
LU,C85,EW,1,9,282207,5129930,0,0
LU,C85,EW,1,0,275428,5114129,0,0
LU,C85,EW,1,0,283934,5128357,0,0
LU,C85,EW,1,0,278879,5114860,0,1
LU,C85,EW,1,0,273087,5119539,0,1
LU,C85,EW,1,0,282306,5129616,0,1
LU,C85,EW,1,0,270491,5127503,0.04015,1
LU,Hist,EW,1,4,273681,5113593,0,0
LU,Hist,EW,1,4,278898,5130566,0,1
LU,Hist,EW,1,4,280781,5114265,0,1
LU,Hist,EW,1,5,279314,5114263,0,0
LU,Hist,EW,1,5,275889,5113970,0,0
LU,Hist,EW,1,5,271311,5137436,0.02187,1
LU,Hist,EW,1,5,271680,5131984,0.01364,1
LU,Hist,EW,1,5,279685,5114313,0,1
LU,Hist,EW,1,6,251784,5113747,0.4572,1
LU,Hist,EW,1,7,273236,5123327,0,0
LU,Hist,EW,1,7,279754,5113334,0,0
LU,Hist,EW,1,7,277088,5134316,0,0
LU,Hist,EW,1,7,269105,5123820,0.07105,0
LU,Hist,EW,1,7,255384,5119150,0.3769,1
LU,Hist,EW,1,8,270204,5127043,0.04655,0
LU,Hist,EW,1,8,272644,5145951,0,0
LU,Hist,EW,1,8,283958,5128275,0,1
LU,Hist,EW,1,9,272458,5137704,0,0
LU,Hist,EW,1,9,279577,5118526,0,0
LU,Hist,EW,1,9,274633,5135977,0,0
LU,Hist,EW,1,9,269880,5122802,0.05377,1
LU,Hist,EW,1,9,268835,5137537,0.07707,1
LU,Hist,EW,1,0,280774,5119162,0,0
LU,Hist,EW,1,0,268685,5130976,0.08041,0
LU,Hist,EW,1,0,274119,5113465,0,1
LU,Hist,EW,1,0,280072,5114156,0,1
LU,Hist,EW,1,0,270185,5128095,0.04697,1
LU,Hist,EW,1,0,258701,5130899,0.303,1
NLU,C45,EW,1,4,270004,5128668,0.05101,0
NLU,C45,EW,1,4,279071,5135293,0,0
NLU,C45,EW,1,4,241226,5134395,0.6926,1
NLU,C45,EW,1,4,279670,5114879,0,1
NLU,C45,EW,1,4,279584,5117381,0,1
NLU,C45,EW,1,4,277598,5120716,0,1
NLU,C45,EW,1,5,257559,5116583,0.3284,0
NLU,C45,EW,1,5,269175,5122784,0.06949,0
NLU,C45,EW,1,5,279856,5114340,0,0
NLU,C45,EW,1,5,269292,5142030,0.06688,0
NLU,C45,EW,1,5,278752,5132746,0,1
NLU,C45,EW,1,5,279900,5117798,0,1
NLU,C45,EW,1,5,275875,5113048,0,1
NLU,C45,EW,1,5,279976,5114695,0,1
NLU,C45,EW,1,6,278426,5141146,0,0
NLU,C45,EW,1,6,273297,5128568,0,0
NLU,C45,EW,1,6,261993,5133423,0.2296,1
NLU,C45,EW,1,6,249788,5124875,0.5017,1
NLU,C45,EW,1,6,271876,5142499,0.009274,1
NLU,C45,EW,1,7,268657,5131189,0.08104,0
NLU,C45,EW,1,7,280033,5113629,0,0
NLU,C45,EW,1,7,278276,5135250,0,0
NLU,C45,EW,1,7,279624,5122131,0,1
NLU,C45,EW,1,7,272765,5138691,0,1
NLU,C45,EW,1,7,279430,5117863,0,1
NLU,C45,EW,1,8,274532,5140278,0,0
NLU,C45,EW,1,8,268888,5127613,0.07589,0
NLU,C45,EW,1,8,272224,5138738,0.001516,0
NLU,C45,EW,1,8,273877,5123836,0,0
NLU,C45,EW,1,8,270994,5146152,0.02894,1
NLU,C45,EW,1,8,262167,5133193,0.2257,1
NLU,C45,EW,1,8,283847,5128021,0,1
NLU,C45,EW,1,9,273061,5122558,0,0
NLU,C45,EW,1,9,280838,5117518,0,0
NLU,C45,EW,1,9,278000,5117691,0,0
NLU,C45,EW,1,9,280437,5119108,0,0
NLU,C45,EW,1,9,283265,5130348,0,1
NLU,C45,EW,1,0,279378,5141854,0,0
NLU,C45,EW,1,0,279313,5116712,0,0
NLU,C45,EW,1,0,273197,5128717,0,0
NLU,C45,EW,1,0,273086,5128994,0,1
NLU,C45,EW,1,0,277090,5137244,0,1
NLU,C45,EW,1,0,271835,5131066,0.01019,1
NLU,C45,EW,1,0,273372,5128903,0,1
NLU,C85,EW,1,4,275711,5112782,0,0
NLU,C85,EW,1,4,272172,5137603,0.002675,0
NLU,C85,EW,1,4,263939,5137519,0.1862,1
NLU,C85,EW,1,4,280155,5117398,0,1
NLU,C85,EW,1,4,250300,5123816,0.4903,1
NLU,C85,EW,1,4,279142,5114896,0,1
NLU,C85,EW,1,5,284752,5129810,0,0
NLU,C85,EW,1,5,279155,5114978,0,0
NLU,C85,EW,1,5,278095,5118263,0,0
NLU,C85,EW,1,5,274109,5120937,0,1
NLU,C85,EW,1,5,280018,5114239,0,1
NLU,C85,EW,1,5,279290,5118051,0,1
NLU,C85,EW,1,6,279004,5130140,0,0
NLU,C85,EW,1,6,272739,5128229,0,0
NLU,C85,EW,1,6,278803,5135066,0,1
NLU,C85,EW,1,7,278083,5134562,0,0
NLU,C85,EW,1,7,273150,5125078,0,0
NLU,C85,EW,1,7,279866,5114718,0,0
NLU,C85,EW,1,7,276116,5146277,0,0
NLU,C85,EW,1,7,278623,5121394,0,1
NLU,C85,EW,1,7,279478,5114844,0,1
NLU,C85,EW,1,7,263427,5132496,0.1976,1
NLU,C85,EW,1,7,271655,5137455,0.0142,1
NLU,C85,EW,1,8,267893,5128091,0.09807,0
NLU,C85,EW,1,8,270130,5127691,0.0482,0
NLU,C85,EW,1,8,274608,5136512,0,0
NLU,C85,EW,1,8,275358,5126754,0,1
NLU,C85,EW,1,8,274966,5138169,0,1
NLU,C85,EW,1,8,284393,5129113,0,1
NLU,C85,EW,1,9,273479,5140340,0,0
NLU,C85,EW,1,9,278153,5118226,0,0
NLU,C85,EW,1,9,272141,5138344,0.003366,0
NLU,C85,EW,1,9,279492,5118473,0,1
NLU,C85,EW,1,9,275759,5135605,0,1
NLU,C85,EW,1,0,279013,5116491,0,0
NLU,C85,EW,1,0,282504,5130049,0,0
NLU,C85,EW,1,0,279883,5118410,0,1
NLU,C85,EW,1,0,272330,5125636,0,1
NLU,Hist,EW,1,4,267859,5127867,0.09883,0
NLU,Hist,EW,1,4,280363,5113922,0,0
NLU,Hist,EW,1,4,278403,5135222,0,0
NLU,Hist,EW,1,4,253043,5137638,0.4291,1
NLU,Hist,EW,1,5,279083,5118457,0,0
NLU,Hist,EW,1,5,272172,5138547,0.002675,0
NLU,Hist,EW,1,5,275353,5112365,0,0
NLU,Hist,EW,1,5,249295,5120859,0.5127,1
NLU,Hist,EW,1,5,279294,5115106,0,1
NLU,Hist,EW,1,6,274031,5120020,0,0
NLU,Hist,EW,1,6,273052,5138565,0,1
NLU,Hist,EW,1,6,252874,5125394,0.4329,1
NLU,Hist,EW,1,6,277654,5119437,0,1
NLU,Hist,EW,1,7,280207,5113668,0,0
NLU,Hist,EW,1,7,277754,5135027,0,0
NLU,Hist,EW,1,7,260749,5118648,0.2573,0
NLU,Hist,EW,1,7,255985,5118684,0.3635,1
NLU,Hist,EW,1,7,273544,5139269,0,1
NLU,Hist,EW,1,7,258386,5116712,0.31,1
NLU,Hist,EW,1,7,258137,5121045,0.3156,1
NLU,Hist,EW,1,8,258685,5135980,0.3033,0
NLU,Hist,EW,1,8,269714,5145074,0.05747,0
NLU,Hist,EW,1,8,252117,5115404,0.4498,0
NLU,Hist,EW,1,8,273849,5139989,0,0
NLU,Hist,EW,1,8,256252,5138511,0.3576,1
NLU,Hist,EW,1,9,279632,5118032,0,0
NLU,Hist,EW,1,9,280970,5118852,0,0
NLU,Hist,EW,1,9,276539,5137081,0,1
NLU,Hist,EW,1,0,271147,5127783,0.02553,0
NLU,Hist,EW,1,0,274394,5113685,0,0
NLU,Hist,EW,1,0,261529,5132893,0.2399,0
NLU,Hist,EW,1,0,273736,5120711,0,0
NLU,Hist,EW,1,0,272716,5138836,0,0
NLU,Hist,EW,1,0,278826,5116813,0,1
NLU,Hist,EW,1,0,278736,5114865,0,1
NLU,Hist,EW,1,0,243729,5110073,0.6368,1
LU,C45,WE,1,4,223359,5134690,0,0
LU,C45,WE,1,4,250566,5126972,0.5157,0
LU,C45,WE,1,4,226899,5134044,0,0
LU,C45,WE,1,4,240334,5139917,0.2876,0
LU,C45,WE,1,4,239761,5135260,0.2748,1
LU,C45,WE,1,4,222799,5134195,0,1
LU,C45,WE,1,5,229406,5126207,0.04394,0
LU,C45,WE,1,5,229392,5128396,0.04363,0
LU,C45,WE,1,5,218202,5133429,0,0
LU,C45,WE,1,5,218619,5140606,0,1
LU,C45,WE,1,5,229070,5135672,0.03645,1
LU,C45,WE,1,5,216212,5132984,0,1
LU,C45,WE,1,6,221990,5133608,0,0
LU,C45,WE,1,6,229514,5125732,0.04635,0
LU,C45,WE,1,6,215276,5133498,0,1
LU,C45,WE,1,6,221598,5132172,0,1
LU,C45,WE,1,6,228688,5135558,0.02793,1
LU,C45,WE,1,6,221073,5141106,0,1
LU,C45,WE,1,7,227487,5142732,0.001159,0
LU,C45,WE,1,7,242688,5134295,0.34,0
LU,C45,WE,1,7,213944,5131315,0,0
LU,C45,WE,1,7,227719,5129496,0.006331,0
LU,C45,WE,1,7,213966,5133376,0,1
LU,C45,WE,1,7,238212,5134293,0.2403,1
LU,C45,WE,1,8,218739,5133860,0,0
LU,C45,WE,1,8,226191,5124846,0,0
LU,C45,WE,1,8,221523,5139146,0,1
LU,C45,WE,1,8,244617,5115695,0.383,1
LU,C45,WE,1,9,227441,5129006,0.0001338,0
LU,C45,WE,1,9,217301,5129585,0,0
LU,C45,WE,1,9,220420,5140211,0,1
LU,C45,WE,1,9,229152,5127987,0.03828,1
LU,C45,WE,1,0,227364,5135093,0,0
LU,C45,WE,1,0,215187,5129622,0,1
LU,C45,WE,1,0,228478,5135182,0.02325,1
LU,C85,WE,1,4,226188,5135142,0,0
LU,C85,WE,1,4,240289,5125154,0.2866,0
LU,C85,WE,1,4,239436,5127217,0.2675,0
LU,C85,WE,1,4,225433,5147383,0,0
LU,C85,WE,1,4,240698,5135054,0.2957,1
LU,C85,WE,1,4,220138,5131822,0,1
LU,C85,WE,1,5,237372,5116637,0.2215,0
LU,C85,WE,1,5,227440,5128680,0.0001115,0
LU,C85,WE,1,5,223279,5134409,0,0
LU,C85,WE,1,5,230368,5128542,0.06539,1
LU,C85,WE,1,5,227889,5125449,0.01012,1
LU,C85,WE,1,5,227013,5135483,0,1
LU,C85,WE,1,5,219968,5131920,0,1
LU,C85,WE,1,6,221339,5138421,0,0
LU,C85,WE,1,6,226211,5138341,0,0
LU,C85,WE,1,6,234343,5135038,0.154,1
LU,C85,WE,1,6,240138,5120364,0.2832,1
LU,C85,WE,1,7,232245,5147044,0.1072,0
LU,C85,WE,1,7,235259,5115193,0.1744,0
LU,C85,WE,1,7,241968,5134853,0.324,0
LU,C85,WE,1,7,215615,5131319,0,0
LU,C85,WE,1,7,226673,5146494,0,1
LU,C85,WE,1,7,236134,5118124,0.1939,1
LU,C85,WE,1,7,239535,5131615,0.2697,1
LU,C85,WE,1,7,238107,5123267,0.2379,1
LU,C85,WE,1,8,223083,5134690,0,0
LU,C85,WE,1,8,224150,5146357,0,0
LU,C85,WE,1,8,226189,5125182,0,0
LU,C85,WE,1,8,220948,5143716,0,0
LU,C85,WE,1,8,227855,5121561,0.009363,0
LU,C85,WE,1,8,216196,5132998,0,1
LU,C85,WE,1,8,227646,5125575,0.004704,1
LU,C85,WE,1,8,232088,5138917,0.1037,1
LU,C85,WE,1,9,222650,5128750,0,0
LU,C85,WE,1,9,222754,5138458,0,0
LU,C85,WE,1,9,240766,5132646,0.2972,0
LU,C85,WE,1,9,226695,5136884,0,0
LU,C85,WE,1,9,223019,5138629,0,1
LU,C85,WE,1,9,227697,5129850,0.005841,1
LU,C85,WE,1,9,222697,5127315,0,1
LU,C85,WE,1,9,218820,5133357,0,1
LU,C85,WE,1,0,233948,5146877,0.1452,0
LU,C85,WE,1,0,247271,5132599,0.4422,0
LU,C85,WE,1,0,220498,5141535,0,0
LU,C85,WE,1,0,228567,5135158,0.02524,0
LU,C85,WE,1,0,232288,5114622,0.1082,0
LU,C85,WE,1,0,239483,5125736,0.2686,1
LU,Hist,WE,1,4,220597,5134401,0,0
LU,Hist,WE,1,4,235597,5114247,0.182,1
LU,Hist,WE,1,4,221607,5133452,0,1
LU,Hist,WE,1,4,214102,5132331,0,1
LU,Hist,WE,1,4,229234,5137440,0.04011,1
LU,Hist,WE,1,5,233554,5113166,0.1364,0
LU,Hist,WE,1,5,233702,5145237,0.1397,0
LU,Hist,WE,1,5,229321,5126061,0.04204,0
LU,Hist,WE,1,5,239547,5121038,0.27,0
LU,Hist,WE,1,5,217498,5128119,0,0
LU,Hist,WE,1,5,228893,5135762,0.0325,1
LU,Hist,WE,1,5,236907,5130681,0.2112,1
LU,Hist,WE,1,5,215689,5132852,0,1
LU,Hist,WE,1,6,222523,5136255,0,0
LU,Hist,WE,1,6,227601,5134396,0.003701,0
LU,Hist,WE,1,6,240495,5120834,0.2911,0
LU,Hist,WE,1,6,220396,5135004,0,1
LU,Hist,WE,1,6,226080,5124856,0,1
LU,Hist,WE,1,6,224744,5141649,0,1
LU,Hist,WE,1,7,227150,5143610,0,0
LU,Hist,WE,1,7,234964,5114656,0.1678,0
LU,Hist,WE,1,7,229976,5143760,0.05665,0
LU,Hist,WE,1,7,220405,5134069,0,0
LU,Hist,WE,1,7,235748,5119298,0.1853,1
LU,Hist,WE,1,7,226234,5134393,0,1
LU,Hist,WE,1,8,236090,5144697,0.1929,0
LU,Hist,WE,1,8,228393,5122004,0.02136,0
LU,Hist,WE,1,8,229587,5126700,0.04797,0
LU,Hist,WE,1,8,222807,5133301,0,1
LU,Hist,WE,1,8,216307,5137529,0,1
LU,Hist,WE,1,8,226696,5136549,0,1
LU,Hist,WE,1,8,228932,5133652,0.03337,1
LU,Hist,WE,1,8,228180,5122192,0.01661,1
LU,Hist,WE,1,9,239241,5140636,0.2632,0
LU,Hist,WE,1,9,225091,5129206,0,0
LU,Hist,WE,1,9,240209,5139649,0.2848,1
LU,Hist,WE,1,9,224342,5130070,0,1
LU,Hist,WE,1,0,220384,5141687,0,0
LU,Hist,WE,1,0,226711,5137924,0,0
LU,Hist,WE,1,0,227381,5135877,0,0
LU,Hist,WE,1,0,219264,5133298,0,1
LU,Hist,WE,1,0,237254,5147771,0.2189,1
LU,Hist,WE,1,0,236867,5117264,0.2103,1
LU,Hist,WE,1,0,219988,5140836,0,1
NLU,C45,WE,1,4,233810,5138074,0.1421,0
NLU,C45,WE,1,4,231152,5124174,0.08286,0
NLU,C45,WE,1,4,223573,5134629,0,0
NLU,C45,WE,1,4,222302,5140048,0,0
NLU,C45,WE,1,4,229983,5118307,0.0568,1
NLU,C45,WE,1,4,217474,5134097,0,1
NLU,C45,WE,1,4,233791,5134514,0.1417,1
NLU,C45,WE,1,5,231958,5137572,0.1008,0
NLU,C45,WE,1,5,217354,5130949,0,0
NLU,C45,WE,1,5,221532,5133209,0,0
NLU,C45,WE,1,5,227174,5138912,0,0
NLU,C45,WE,1,5,227094,5136054,0,1
NLU,C45,WE,1,5,229968,5118262,0.05647,1
NLU,C45,WE,1,5,225367,5132416,0,1
NLU,C45,WE,1,5,216069,5135672,0,1
NLU,C45,WE,1,5,221987,5140420,0,1
NLU,C45,WE,1,6,222656,5140495,0,0
NLU,C45,WE,1,6,234778,5139577,0.1637,0
NLU,C45,WE,1,6,218811,5133918,0,0
NLU,C45,WE,1,6,226472,5140478,0,1
NLU,C45,WE,1,6,216613,5136662,0,1
NLU,C45,WE,1,6,216184,5136373,0,1
NLU,C45,WE,1,7,239296,5131755,0.2644,0
NLU,C45,WE,1,7,256313,5143874,0.6438,0
NLU,C45,WE,1,7,218540,5139698,0,0
NLU,C45,WE,1,7,214817,5131449,0,0
NLU,C45,WE,1,7,215286,5129399,0,0
NLU,C45,WE,1,7,214891,5129979,0,1
NLU,C45,WE,1,7,213964,5133018,0,1
NLU,C45,WE,1,7,236493,5117862,0.2019,1
NLU,C45,WE,1,7,248766,5142157,0.4755,1
NLU,C45,WE,1,8,221001,5130863,0,0
NLU,C45,WE,1,8,233086,5137738,0.126,0
NLU,C45,WE,1,8,219729,5140595,0,1
NLU,C45,WE,1,8,223030,5139627,0,1
NLU,C45,WE,1,8,227859,5140698,0.009452,1
NLU,C45,WE,1,8,226124,5148047,0,1
NLU,C45,WE,1,8,238826,5120205,0.2539,1
NLU,C45,WE,1,9,252054,5137071,0.5488,0
NLU,C45,WE,1,9,224943,5129582,0,0
NLU,C45,WE,1,9,221585,5137742,0,0
NLU,C45,WE,1,9,222364,5126404,0,0
NLU,C45,WE,1,9,228207,5136025,0.01721,0
NLU,C45,WE,1,9,222590,5137708,0,1
NLU,C45,WE,1,9,234089,5137623,0.1483,1
NLU,C45,WE,1,0,231222,5144682,0.08442,0
NLU,C45,WE,1,0,227762,5135374,0.00729,0
