Direction,Scenario,Landuse,Gen,Rep,Year,Alive,Starved,Winter_Kill,Predation,Stochastic_Death,Left_Map,Failed_to_Establish,Total_Dispersers,EnergyLevel_Mean,Stdev,Sterr,Variance,PercepDist_Mean,Stdev,Sterr,Variance,StepDist_Mean,Stdev,Sterr,Variance,     TotalDist_Mean,Stdev,Sterr,Variance,Tortuosity_Mean,Stdev,Sterr,Variance,SLDist_Mean,Stdev,Sterr,Variance,TimeSteps_Mean,TimeSteps_SD,Males,Females,ResCount,MaxDispersal
WE,Hist,LU,2,3,2012,3,5,0,1,0,0,1,10,5034.51,451.48,260.66,203834.62,100.00,0.00,0.00,0.00,279.19,21.08,12.17,444.22,378691.17,200234.93,115605.69,40094026151.96,175.64,117.58,67.88,13823.92,4743.80,5808.31,3353.43,33736451.19,3400.00,1674.12,6,4,7,11374.2000308
WE,Hist,LU,2,4,2012,5,4,0,0,0,0,1,10,5175.41,362.10,161.94,131115.02,100.00,0.00,0.00,0.00,283.08,14.35,6.42,205.85,332223.05,111446.03,49840.18,12420217775.72,110.11,120.24,53.77,14458.63,7583.14,9392.38,4200.40,88216748.56,3071.20,1107.98,6,4,12,24018.0483399
WE,Hist,LU,2,5,2012,7,3,0,0,0,0,0,10,5023.92,570.62,215.68,325612.27,100.00,0.00,0.00,0.00,275.16,15.94,6.02,253.98,199793.15,92172.21,34837.82,8495716833.00,38.75,25.91,9.79,671.53,8486.08,7271.04,2748.19,52868001.17,1864.71,826.71,5,5,21,22842.2404002
WE,Hist,LU,2,6,2012,6,4,0,0,0,0,0,10,4911.64,572.26,233.62,327479.94,100.00,0.00,0.00,0.00,269.05,14.08,5.75,198.36,159056.89,24652.31,10064.26,607736274.70,34.37,24.08,9.83,579.85,6117.37,3339.56,1363.37,11152687.07,1536.67,259.66,3,7,31,11850.9513825
WE,Hist,LU,2,7,2012,7,2,0,0,0,0,1,10,5517.51,93.82,35.46,8802.46,100.00,0.00,0.00,0.00,267.09,13.56,5.13,184.00,356100.16,148347.75,56070.18,22007055714.25,79.19,61.32,23.18,3759.79,8529.00,7284.70,2753.36,53066840.88,3508.71,1475.62,5,5,11,20996.2508174
WE,Hist,LU,2,8,2012,9,1,0,0,0,0,0,10,4915.43,354.79,118.26,125877.50,100.00,0.00,0.00,0.00,280.59,17.11,5.70,292.75,152004.73,12269.47,4089.82,150539823.10,100.57,166.15,55.38,27604.40,7866.48,8636.29,2878.76,74585432.19,1403.78,83.08,6,4,30,26745.6006233
WE,Hist,LU,2,9,2012,6,4,0,0,0,0,0,10,5500.46,146.21,59.69,21377.30,100.00,0.00,0.00,0.00,272.69,15.96,6.51,254.67,361749.97,123383.26,50371.00,15223427881.17,61.74,57.80,23.60,3341.33,17144.44,15529.88,6340.05,241177133.38,3457.00,1193.63,6,4,7,35053.1570018
WE,C45,NLU,2,1,2012,8,2,0,0,0,0,0,10,5222.31,257.51,91.04,66313.06,100.00,0.00,0.00,0.00,276.05,13.05,4.61,170.20,189884.80,80098.43,28319.07,6415758208.72,39.37,31.09,10.99,966.68,7709.38,5682.81,2009.18,32294313.18,1769.25,735.24,7,3,33,15899.1285215
WE,C45,NLU,2,10,2012,7,3,0,0,0,0,0,10,4983.42,457.64,172.97,209436.55,100.00,0.00,0.00,0.00,269.24,11.23,4.24,126.13,204623.54,89011.76,33643.28,7923094123.79,67.06,71.81,27.14,5156.52,6607.08,4321.94,1633.54,18679130.87,1947.00,777.97,4,6,33,11236.0095546
WE,C45,NLU,2,2,2012,9,1,0,0,0,0,0,10,5003.36,484.13,161.38,234385.57,100.00,0.00,0.00,0.00,278.97,16.19,5.40,262.01,172070.86,57875.84,19291.95,3349613083.91,86.84,88.09,29.36,7760.10,5771.16,6629.60,2209.87,43951650.33,1581.56,496.96,6,4,41,21813.9650295
WE,C45,NLU,2,3,2012,5,3,0,2,0,0,0,10,5061.35,467.84,209.23,218878.50,100.00,0.00,0.00,0.00,271.49,17.79,7.95,316.31,183430.75,78338.41,35034.00,6136906318.26,45.57,50.11,22.41,2511.41,8088.21,5276.16,2359.57,27837868.97,1718.60,665.53,4,6,33,13536.7534037
WE,C45,NLU,2,4,2012,7,3,0,0,0,0,0,10,5098.23,698.60,264.05,488043.48,100.00,0.00,0.00,0.00,278.81,20.82,7.87,433.64,194901.06,48514.79,18336.87,2353685309.57,153.09,132.37,50.03,17522.15,6264.80,9072.89,3429.23,82317393.80,1828.57,532.80,5,5,32,23331.9915412
WE,C45,NLU,2,5,2012,6,4,0,0,0,0,0,10,4948.27,568.77,232.20,323497.88,100.00,0.00,0.00,0.00,275.23,17.70,7.22,313.17,157282.42,13297.18,5428.55,176814871.99,33.71,23.12,9.44,534.33,6506.11,4209.13,1718.37,17716777.73,1482.50,160.55,4,6,41,14079.7622008
WE,C45,NLU,2,6,2012,8,2,0,0,0,0,0,10,4971.54,508.16,179.66,258226.39,100.00,0.00,0.00,0.00,278.35,17.34,6.13,300.62,194915.78,72015.78,25461.42,5186272457.88,43.71,58.18,20.57,3385.18,7758.58,4158.80,1470.36,17295624.96,1816.75,698.76,5,5,43,15768.8326167
WE,C45,NLU,2,7,2012,8,2,0,0,0,0,0,10,5468.60,163.61,57.84,26766.77,100.00,0.00,0.00,0.00,270.63,11.38,4.02,129.55,294781.76,132381.91,46804.07,17524971131.25,28.60,23.75,8.40,564.19,15730.24,10630.72,3758.53,113012265.65,2824.25,1220.34,6,4,18,30825.4989524
WE,C45,NLU,2,8,2012,9,1,0,0,0,0,0,10,4937.73,431.17,143.72,185909.99,100.00,0.00,0.00,0.00,280.14,15.61,5.20,243.74,160990.73,6734.99,2245.00,45360090.48,122.47,223.60,74.53,49998.94,6518.52,5686.11,1895.37,32331800.78,1493.44,80.80,5,5,45,14065.7996962
WE,C45,NLU,2,9,2012,7,2,0,1,0,0,0,10,5403.31,228.53,86.38,52225.25,100.00,0.00,0.00,0.00,270.27,12.34,4.66,152.28,273728.24,85691.53,32388.36,7343038856.11,110.66,170.11,64.30,28938.90,6545.51,4243.62,1603.94,18008293.10,2650.86,837.97,7,3,17,11380.3040403
WE,C85,NLU,2,1,2012,7,3,0,0,0,0,0,10,4928.97,701.36,265.09,491899.67,100.00,0.00,0.00,0.00,263.94,6.66,2.52,44.33,166489.66,57250.71,21638.74,3277644142.04,70.90,128.03,48.39,16391.41,9596.20,8232.04,3111.42,67766457.23,1620.29,563.00,1,9,36,23594.3961111
WE,C85,NLU,2,10,2012,8,1,0,1,0,0,0,10,5020.37,648.32,229.22,420318.91,100.00,0.00,0.00,0.00,275.50,14.33,5.07,205.25,174177.22,61348.36,21689.92,3763620812.64,103.84,181.54,64.19,32957.89,12783.27,12433.30,4395.84,154586938.56,1625.50,548.21,6,4,36,28894.340071
WE,C85,NLU,2,2,2012,10,0,0,0,0,0,0,10,5088.50,321.88,101.79,103605.09,100.00,0.00,0.00,0.00,277.62,14.95,4.73,223.64,165332.30,42582.35,13465.72,1813256162.71,78.18,112.87,35.69,12740.11,5676.09,3674.97,1162.13,13505433.81,1562.60,491.23,4,6,43,10935.2619139
WE,C85,NLU,2,3,2012,7,3,0,0,0,0,0,10,5005.46,575.56,217.54,331268.54,100.00,0.00,0.00,0.00,269.17,11.67,4.41,136.21,191346.86,122745.17,46393.31,15066375980.61,70.20,113.35,42.84,12848.14,13804.65,10689.97,4040.43,114275364.43,1830.29,1101.72,4,6,34,27763.0187634
WE,C85,NLU,2,4,2012,9,1,0,0,0,0,0,10,4868.54,518.45,172.82,268788.19,100.00,0.00,0.00,0.00,276.99,12.67,4.22,160.42,162264.50,28951.44,9650.48,838186001.38,25.58,26.43,8.81,698.39,14258.54,10647.32,3549.11,113365418.58,1516.22,225.40,4,6,34,28722.7209792
WE,C85,NLU,2,5,2012,9,1,0,0,0,0,0,10,5047.04,374.90,124.97,140548.85,100.00,0.00,0.00,0.00,271.68,14.81,4.94,219.20,154382.22,18274.78,6091.59,333967519.18,76.02,64.76,21.59,4193.68,6243.01,8747.93,2915.98,76526313.87,1470.22,184.43,3,7,45,28055.846284
WE,C85,NLU,2,6,2012,9,0,0,1,0,0,0,10,5087.05,366.53,122.18,134347.18,100.00,0.00,0.00,0.00,278.81,18.59,6.20,345.64,157922.37,13513.60,4504.53,182617395.68,176.39,385.15,128.38,148338.60,6436.72,6321.05,2107.02,39955674.83,1450.56,145.80,6,4,45,18262.4879109
WE,C85,NLU,2,7,2012,9,1,0,0,0,0,0,10,5280.87,362.89,120.96,131691.82,100.00,0.00,0.00,0.00,259.14,11.23,3.74,126.14,244023.76,107205.24,35735.08,11492963474.18,70.85,80.91,26.97,6546.45,8459.44,9027.82,3009.27,81501569.57,2471.78,1119.53,2,8,23,26600.3121876
WE,C85,NLU,2,8,2012,7,3,0,0,0,0,0,10,4953.43,536.66,202.84,288006.45,100.00,0.00,0.00,0.00,281.75,14.31,5.41,204.87,156449.03,6773.21,2560.03,45876376.28,69.25,76.69,28.98,5880.85,5244.95,3687.04,1393.57,13594234.60,1435.43,73.74,6,4,45,11125.7632404
WE,C85,NLU,2,9,2012,7,2,0,1,0,0,0,10,5301.12,111.09,41.99,12341.96,100.00,0.00,0.00,0.00,265.02,13.30,5.03,176.80,194103.51,72664.43,27464.57,5280119727.12,226.35,358.39,135.46,128446.14,3953.51,4553.57,1721.09,20734978.31,1899.43,689.23,4,6,18,13430.1912806
WE,Hist,NLU,2,1,2012,8,2,0,0,0,0,0,10,5493.41,186.29,65.86,34703.82,100.00,0.00,0.00,0.00,261.81,10.59,3.74,112.05,196079.02,113155.28,40006.43,12804116653.86,49.44,46.71,16.51,2181.84,7078.05,4774.61,1688.08,22796929.85,1927.88,1044.32,2,8,22,15137.327692
WE,Hist,NLU,2,10,2012,7,3,0,0,0,0,0,10,5053.72,485.20,183.39,235414.75,100.00,0.00,0.00,0.00,266.25,7.45,2.82,55.53,177186.42,69155.76,26138.42,4782519470.53,73.93,110.14,41.63,12130.60,11241.09,7758.43,2932.41,60193173.13,1726.00,643.98,2,8,22,20402.6843982
WE,Hist,NLU,2,2,2012,10,0,0,0,0,0,0,10,5025.09,340.67,107.73,116054.16,100.00,0.00,0.00,0.00,287.08,10.30,3.26,106.01,168885.95,36359.15,11497.77,1321987734.05,29.19,27.52,8.70,757.33,9014.11,4887.48,1545.56,23887501.68,1531.40,318.12,8,2,35,15938.0576391
WE,Hist,NLU,2,3,2012,8,2,0,0,0,0,0,10,5319.28,269.44,95.26,72596.53,100.00,0.00,0.00,0.00,271.94,14.70,5.20,216.10,232467.81,116201.62,41083.48,13502817035.67,34.14,28.01,9.90,784.70,9976.16,7048.92,2492.17,49687240.41,2207.38,1058.01,6,4,19,20985.8802353
WE,Hist,NLU,2,4,2012,3,6,0,1,0,0,0,10,5159.12,371.89,214.71,138299.23,100.00,0.00,0.00,0.00,268.70,10.61,6.13,112.63,209972.43,110972.14,64069.79,12314815393.16,30.06,8.64,4.99,74.70,7490.86,4404.27,2542.81,19397575.05,1984.33,988.18,4,6,19,12154.3482469
WE,Hist,NLU,2,5,2012,8,1,0,1,0,0,0,10,4761.66,483.89,171.08,234145.40,100.00,0.00,0.00,0.00,288.98,13.85,4.90,191.83,170923.34,21565.39,7624.52,465065891.26,275.94,636.93,225.19,405679.88,9073.00,8320.59,2941.77,69232299.88,1535.12,174.70,7,3,26,18275.3259474
WE,Hist,NLU,2,6,2012,8,2,0,0,0,0,0,10,4835.05,724.84,256.27,525396.57,100.00,0.00,0.00,0.00,281.79,16.44,5.81,270.30,188441.18,66259.77,23426.37,4390357550.52,52.09,67.67,23.92,4578.97,9859.47,6787.91,2399.89,46075776.18,1737.25,575.90,7,3,38,22165.6414505
WE,Hist,NLU,2,7,2012,8,2,0,0,0,0,0,10,5555.80,134.17,47.44,18001.01,100.00,0.00,0.00,0.00,258.53,16.09,5.69,258.99,195840.35,80679.40,28524.47,6509164924.29,119.83,179.45,63.45,32202.97,7247.37,6233.23,2203.78,38853206.47,1954.75,776.26,4,6,16,17000.0340741
WE,Hist,NLU,2,8,2012,9,1,0,0,0,0,0,10,5162.59,411.19,137.06,169078.14,100.00,0.00,0.00,0.00,272.32,10.98,3.66,120.51,157449.05,18518.28,6172.76,342926853.19,60.09,90.44,30.15,8179.14,7230.91,5658.23,1886.08,32015535.55,1485.00,165.11,4,6,33,17639.0887436
WE,Hist,NLU,2,9,2012,4,5,0,1,0,0,0,10,5324.22,300.10,150.05,90059.53,100.00,0.00,0.00,0.00,270.81,17.71,8.85,313.48,272495.47,119408.97,59704.48,14258501835.91,47.35,35.24,17.62,1242.15,6597.61,1650.42,825.21,2723887.63,2642.00,1279.94,5,5,7,7905.9086549
EW,C45,LU,3,1,2013,7,1,0,1,0,0,1,10,5321.31,170.83,64.57,29182.11,100.00,0.00,0.00,0.00,268.71,13.45,5.08,180.88,299939.10,201441.25,76137.64,40578576939.31,59.15,36.98,13.98,1367.85,6679.74,4750.49,1795.52,22567184.55,2875.14,1839.83,6,4,18,15193.3262215
EW,C45,LU,3,10,2013,8,2,0,0,0,0,0,10,5286.03,553.07,195.54,305887.81,100.00,0.00,0.00,0.00,267.16,15.46,5.47,239.01,241974.29,123966.38,43828.73,15367663885.88,63.62,49.05,17.34,2405.88,5572.29,3378.98,1194.65,11417481.64,2401.75,1324.64,6,4,18,11430.8048344
EW,C45,LU,3,2,2013,4,5,0,1,0,0,0,10,5391.62,58.37,29.19,3407.51,100.00,0.00,0.00,0.00,269.92,17.42,8.71,303.54,429958.54,51080.01,25540.01,2609167891.19,41.09,18.21,9.11,331.61,11937.79,4449.85,2224.92,19801136.84,4180.25,534.45,5,5,32,16000.2281048
EW,C45,LU,3,3,2013,4,4,0,2,0,0,0,10,5302.80,234.30,117.15,54897.43,100.00,0.00,0.00,0.00,286.19,7.43,3.71,55.17,203086.26,76972.61,38486.31,5924783408.14,44.08,35.71,17.86,1275.28,13175.22,17722.92,8861.46,314101769.87,1862.25,699.25,5,5,25,39617.3970825
EW,C45,LU,3,4,2013,4,2,0,3,0,0,1,10,5484.16,339.22,169.61,115072.03,100.00,0.00,0.00,0.00,257.12,12.56,6.28,157.81,359404.45,120646.86,60323.43,14555663938.05,362.28,660.27,330.14,435957.42,8210.85,6464.63,3232.31,41791414.01,3682.25,1293.52,6,4,23,13897.7254312
EW,C45,LU,3,5,2013,6,4,0,0,0,0,0,10,5264.06,588.45,240.23,346273.35,100.00,0.00,0.00,0.00,259.91,15.42,6.29,237.69,305727.36,115847.19,47294.42,13420571422.49,115.00,180.16,73.55,32456.57,10106.44,10851.21,4429.99,117748710.86,3102.00,1294.10,2,8,36,31164.066341
EW,C45,LU,3,6,2013,5,3,0,0,0,0,2,10,5253.80,328.66,146.98,108020.02,100.00,0.00,0.00,0.00,270.56,19.00,8.50,360.98,339671.38,130928.69,58553.09,17142321122.33,36.26,12.37,5.53,153.11,10655.83,6655.72,2976.53,44298626.65,3274.40,1207.79,2,8,34,20735.9855911
EW,C45,LU,3,7,2013,7,2,0,1,0,0,0,10,4984.87,291.97,110.36,85249.16,100.00,0.00,0.00,0.00,287.80,11.97,4.52,143.33,254473.90,127641.53,48243.96,16292359894.66,114.42,166.21,62.82,27624.33,10968.91,9265.65,3502.09,85852324.02,2291.43,1149.45,7,3,15,23536.9786205
EW,C45,LU,3,8,2013,6,4,0,0,0,0,0,10,5233.40,436.04,178.01,190134.88,100.00,0.00,0.00,0.00,269.07,17.86,7.29,318.90,428468.53,85014.42,34706.99,7227451613.35,113.41,152.29,62.17,23193.04,7921.32,4147.72,1693.30,17203610.08,4176.00,730.55,5,5,35,12987.5481246
EW,C45,LU,3,9,2013,7,3,0,0,0,0,0,10,5310.87,287.99,108.85,82938.89,100.00,0.00,0.00,0.00,274.14,14.53,5.49,211.08,318067.51,108597.85,41046.13,11793493165.94,303.03,511.36,193.28,261486.84,5881.24,6179.77,2335.73,38189526.87,3003.00,915.67,5,5,11,16187.5413021
EW,C85,LU,3,1,2013,8,1,0,0,0,0,1,10,5258.47,319.03,112.80,101783.17,100.00,0.00,0.00,0.00,271.45,22.43,7.93,503.18,262962.01,144302.78,51018.74,20823292560.86,86.94,109.39,38.68,11966.37,7404.15,5527.21,1954.16,30550035.61,2553.38,1422.06,7,3,25,17487.5861946
EW,C85,LU,3,10,2013,7,3,0,0,0,0,0,10,5385.29,306.34,115.78,93842.86,100.00,0.00,0.00,0.00,274.28,16.07,6.07,258.23,304784.26,134639.19,50888.83,18127711220.06,74.94,88.98,33.63,7917.08,7845.15,5422.15,2049.38,29399733.07,2924.29,1292.95,8,2,25,18551.0373263
EW,C85,LU,3,2,2013,7,3,0,0,0,0,0,10,4950.89,409.68,154.84,167837.33,100.00,0.00,0.00,0.00,271.11,13.76,5.20,189.43,286028.51,151360.79,57209.00,22910090088.86,34.28,22.06,8.34,486.52,9633.09,4482.40,1694.19,20091925.35,2745.86,1466.59,4,6,35,18324.2207035
EW,C85,LU,3,3,2013,7,2,0,1,0,0,0,10,5281.09,206.95,78.22,42829.89,100.00,0.00,0.00,0.00,276.37,12.27,4.64,150.50,258104.17,138230.53,52246.23,19107679933.49,35.26,18.15,6.86,329.40,10415.96,11254.32,4253.73,126659666.48,2411.29,1261.55,6,4,22,35462.8805869
EW,C85,LU,3,4,2013,7,2,0,1,0,0,0,10,5304.41,370.49,140.03,137263.80,100.00,0.00,0.00,0.00,258.82,19.79,7.48,391.82,308539.94,156304.50,59077.55,24431096858.97,87.04,39.71,15.01,1576.97,4195.09,2867.05,1083.64,8219947.39,3092.43,1565.42,3,7,25,9999.79721133
EW,C85,LU,3,5,2013,5,4,0,1,0,0,0,10,5418.26,186.98,83.62,34962.84,100.00,0.00,0.00,0.00,251.24,10.18,4.55,103.54,318490.81,153443.77,68622.14,23544990237.69,92.58,76.23,34.09,5810.34,4839.19,4001.51,1789.53,16012088.85,3285.80,1568.42,4,6,35,11448.6287522
EW,C85,LU,3,6,2013,4,4,0,0,0,0,2,10,5477.56,107.22,53.61,11495.99,100.00,0.00,0.00,0.00,279.68,3.31,1.66,10.98,516042.46,56846.31,28423.15,3231502406.36,179.70,219.75,109.87,48288.05,10071.33,9992.91,4996.46,99858261.69,4811.50,478.70,6,4,35,22555.607445
EW,C85,LU,3,7,2013,8,2,0,0,0,0,0,10,5578.78,190.10,67.21,36138.69,100.00,0.00,0.00,0.00,261.57,26.08,9.22,680.02,295394.25,124678.49,44080.50,15544725743.16,170.75,172.64,61.04,29805.90,6793.58,8089.25,2859.98,65435958.60,2947.12,1254.20,7,3,15,22531.9734521
EW,C85,LU,3,8,2013,4,3,0,2,0,0,1,10,5303.01,70.59,35.29,4982.80,100.00,0.00,0.00,0.00,265.01,9.92,4.96,98.39,234746.78,104177.95,52088.98,10853046171.69,151.85,190.15,95.08,36158.92,5787.25,5701.17,2850.59,32503359.80,2296.00,945.78,7,3,36,11171.3362476
EW,C85,LU,3,9,2013,6,4,0,0,0,0,0,10,5221.39,210.51,85.94,44314.56,100.00,0.00,0.00,0.00,264.96,11.62,4.75,135.12,287270.10,157324.32,64227.39,24750942120.17,110.47,171.82,70.15,29523.20,12271.94,11610.03,4739.78,134792875.12,2801.67,1496.34,3,7,12,32415.2535639
EW,Hist,LU,3,1,2013,4,1,0,2,0,0,3,10,5541.81,76.39,38.20,5835.70,100.00,0.00,0.00,0.00,276.97,4.83,2.42,23.36,353825.05,165351.26,82675.63,27341037696.24,62.05,76.80,38.40,5897.60,10417.04,5297.63,2648.82,28064925.83,3343.25,1599.03,10,0,12,14372.7014633
EW,Hist,LU,3,10,2013,8,0,0,2,0,0,0,10,5514.44,417.92,147.76,174654.11,100.00,0.00,0.00,0.00,247.50,22.32,7.89,498.00,208548.77,66655.40,23566.24,4442942864.21,144.52,134.85,47.68,18185.26,3937.03,4078.26,1441.88,16632218.96,2230.75,777.50,1,9,12,10343.5011893
EW,Hist,LU,3,2,2013,6,2,0,0,0,0,2,10,5481.73,94.40,38.54,8911.17,100.00,0.00,0.00,0.00,263.92,11.64,4.75,135.46,371285.14,188900.39,77118.26,35683356141.39,65.91,55.23,22.55,3050.15,10181.80,8185.39,3341.67,67000578.01,3676.83,1829.89,5,5,27,18527.497992
EW,Hist,LU,3,3,2013,5,4,0,1,0,0,0,10,5219.94,376.69,168.46,141898.98,100.00,0.00,0.00,0.00,281.40,12.99,5.81,168.86,401156.54,155575.28,69575.38,24203668642.64,132.63,103.92,46.47,10798.40,4902.42,3771.79,1686.80,14226426.81,3739.20,1421.60,5,5,7,10103.042894
EW,Hist,LU,3,4,2013,8,2,0,0,0,0,0,10,5680.40,141.18,49.91,19931.59,100.00,0.00,0.00,0.00,249.31,21.34,7.55,455.47,360274.58,124724.57,44096.79,15556218525.66,313.19,459.19,162.35,210859.55,9584.06,11145.26,3940.44,124216760.86,3749.88,1242.73,5,5,12,28518.995986
EW,Hist,LU,3,5,2013,5,2,0,0,0,0,3,10,5649.16,174.69,78.13,30517.83,100.00,0.00,0.00,0.00,255.72,15.30,6.84,234.16,367739.53,149744.52,66967.78,22423420556.69,139.34,210.05,93.94,44120.97,11464.95,12084.53,5404.37,146035853.35,3819.40,1641.58,6,4,21,30196.0319675
EW,Hist,LU,3,6,2013,1,7,0,2,0,0,0,10,5617.52,0.00,0.00,0.00,100.00,0.00,0.00,0.00,242.72,0.00,0.00,0.00,408984.12,0.00,0.00,0.00,53.51,0.00,0.00,0.00,7642.78,0.00,0.00,0.00,4341.00,0.00,3,7,31,7642.77949047
EW,Hist,LU,3,7,2013,5,3,0,1,0,0,1,10,5424.72,388.82,173.89,151182.97,100.00,0.00,0.00,0.00,262.85,14.09,6.30,198.62,215609.86,118460.31,52977.06,14032845761.35,40.45,25.22,11.28,636.19,7207.43,4873.18,2179.35,23747924.02,2133.80,1139.78,6,4,11,14081.1699531
EW,Hist,LU,3,8,2013,5,2,0,1,0,0,2,10,5170.73,263.75,117.95,69562.14,100.00,0.00,0.00,0.00,271.07,7.61,3.41,57.98,406828.13,94547.70,42283.02,8939268297.04,79.10,50.25,22.47,2525.05,7278.30,4796.31,2144.97,23004557.77,3945.40,915.41,6,4,30,13057.2499036
EW,Hist,LU,3,9,2013,6,2,0,1,0,0,1,10,5439.35,256.56,104.74,65824.02,100.00,0.00,0.00,0.00,263.79,16.54,6.75,273.61,375936.19,71917.93,29360.37,5172189326.34,44.15,18.56,7.58,344.53,10270.33,6185.85,2525.36,38264735.03,3716.50,691.17,4,6,7,22240.2673144
EW,C45,NLU,3,1,2013,9,1,0,0,0,0,0,10,5352.19,318.92,106.31,101712.87,100.00,0.00,0.00,0.00,276.09,12.99,4.33,168.78,274674.08,151262.25,50420.75,22880268179.86,46.56,45.28,15.09,2050.57,9716.91,6494.67,2164.89,42180687.03,2567.56,1367.48,8,2,33,19196.6702586
EW,C45,NLU,3,10,2013,10,0,0,0,0,0,0,10,5395.17,676.19,213.83,457239.61,100.00,0.00,0.00,0.00,253.99,18.50,5.85,342.24,183551.67,90219.21,28529.82,8139506197.41,106.14,94.34,29.83,8900.16,4410.61,5870.01,1856.26,34457019.88,1890.20,981.95,4,6,33,19638.1735864
EW,C45,NLU,3,2,2013,6,2,0,2,0,0,0,10,5145.02,432.07,176.39,186684.97,100.00,0.00,0.00,0.00,268.16,19.31,7.88,372.88,321131.41,167669.00,68450.58,28112894383.42,60.84,49.42,20.17,2442.04,8273.09,5120.15,2090.29,26215971.25,3157.17,1751.09,4,6,41,16508.8997204
EW,C45,NLU,3,3,2013,6,2,0,2,0,0,0,10,5271.36,462.95,189.00,214327.14,100.00,0.00,0.00,0.00,260.42,8.59,3.50,73.71,316735.57,99893.00,40781.15,9978611043.00,39.60,29.15,11.90,849.63,9994.82,4349.28,1775.58,18916211.72,3210.17,1106.80,4,6,33,16993.5253394
EW,C45,NLU,3,4,2013,7,1,0,2,0,0,0,10,5390.96,216.11,81.68,46702.64,100.00,0.00,0.00,0.00,257.90,6.57,2.48,43.18,203129.56,72507.19,27405.14,5257292516.65,51.72,40.23,15.21,1618.68,6591.59,4942.67,1868.15,24430002.30,2068.86,792.25,1,9,32,14347.4877518
EW,C45,NLU,3,5,2013,6,4,0,0,0,0,0,10,5602.30,110.77,45.22,12270.67,100.00,0.00,0.00,0.00,253.28,14.28,5.83,204.04,345370.71,109330.72,44634.08,11953207329.32,284.28,391.61,159.87,153355.74,6923.00,5942.23,2425.91,35310151.56,3547.50,1042.29,4,6,41,15104.5637561
EW,C45,NLU,3,6,2013,3,7,0,0,0,0,0,10,5334.37,163.07,94.15,26593.10,100.00,0.00,0.00,0.00,271.73,12.60,7.28,158.84,377895.40,60372.31,34855.97,3644816065.11,78.89,106.89,61.72,11426.26,16403.26,12992.76,7501.37,168811765.15,3626.33,738.48,3,7,43,25729.2781326
EW,C45,NLU,3,7,2013,8,2,0,0,0,0,0,10,5177.44,349.16,123.45,121914.49,100.00,0.00,0.00,0.00,267.27,12.70,4.49,161.29,191185.34,94754.63,33500.82,8978439680.04,31.40,18.74,6.63,351.22,8252.83,6015.74,2126.89,36189149.75,1845.00,911.19,3,7,18,18515.9269865
EW,C45,NLU,3,8,2013,5,5,0,0,0,0,0,10,5276.98,179.50,80.27,32220.14,100.00,0.00,0.00,0.00,276.70,15.26,6.82,232.86,215339.87,78927.14,35297.29,6229493128.47,88.54,38.54,17.23,1484.98,2840.48,1350.87,604.13,1824841.72,2035.80,835.25,7,3,45,4797.92231514
EW,C45,NLU,3,9,2013,4,5,0,1,0,0,0,10,5302.84,131.74,65.87,17354.66,100.00,0.00,0.00,0.00,264.50,12.66,6.33,160.36,277938.05,157035.63,78517.81,24660187660.34,134.11,116.86,58.43,13656.81,4170.88,3742.35,1871.18,14005204.20,2731.50,1521.28,3,7,17,8995.78699017
EW,C85,NLU,3,1,2013,8,0,0,2,0,0,0,10,5275.15,281.23,99.43,79089.90,100.00,0.00,0.00,0.00,273.50,16.17,5.72,261.45,211904.99,115865.22,40964.54,13424749903.94,60.72,56.92,20.12,3239.44,5722.10,4375.26,1546.89,19142877.85,1973.75,1040.04,6,4,36,14705.017301
EW,C85,NLU,3,10,2013,8,2,0,0,0,0,0,10,5100.76,445.02,157.34,198042.06,100.00,0.00,0.00,0.00,275.62,14.91,5.27,222.30,232153.42,105434.27,37276.64,11116385284.04,76.66,87.51,30.94,7658.83,5942.20,4717.88,1668.02,22258387.08,2210.75,1061.81,6,4,36,13849.7083923
EW,C85,NLU,3,2,2013,5,4,0,1,0,0,0,10,5432.58,138.21,61.81,19102.46,100.00,0.00,0.00,0.00,260.20,14.84,6.64,220.12,242713.70,149336.09,66785.13,22301266712.01,125.00,186.08,83.22,34623.95,8287.54,9229.79,4127.69,85189074.88,2393.40,1311.92,4,6,43,19184.7880649
EW,C85,NLU,3,3,2013,8,1,0,1,0,0,0,10,5198.01,279.52,98.82,78130.59,100.00,0.00,0.00,0.00,283.60,8.49,3.00,72.00,373056.08,130345.50,46084.09,16989950458.76,141.00,215.42,76.16,46403.65,9084.43,7405.96,2618.40,54848251.22,3405.00,1147.11,9,1,34,21386.2639818
EW,C85,NLU,3,4,2013,8,1,0,0,0,0,1,10,5085.88,428.71,151.57,183796.28,100.00,0.00,0.00,0.00,278.74,12.15,4.29,147.56,309880.54,155922.84,55127.05,24311932903.69,537.27,1126.51,398.28,1269020.03,7364.82,9292.46,3285.38,86349849.08,2892.38,1469.42,8,2,34,24137.791174
EW,C85,NLU,3,5,2013,7,2,0,1,0,0,0,10,5064.64,798.31,301.73,637294.46,100.00,0.00,0.00,0.00,263.13,9.55,3.61,91.30,262418.87,151020.05,57080.22,22807056619.51,27.21,22.00,8.32,484.15,12010.25,4426.15,1672.93,19590784.59,2631.43,1579.44,3,7,45,19270.8559496
